150,P. Dybala 23/24,Roma,30,0.989,0.095,0.381,0.664,0.968,0.851,0.858,2090
151,L. Foster 23/24,Burnley,23,0.395,0.24,0.272,0.254,0.395,0.116,0.335,2086
152,C. De Ketelaere 23/24,Atalanta,23,0.897,0.759,0.664,0.318,0.918,0.961,0.964,2082
153,Léo Baptistão 23/24,Almería,31,0.689,0.409,0.381,0.254,0.724,0.116,0.176,2063
154,A. Pléa 23/24,Borussia M'gladbach,31,0.95,0.307,0.381,0.367,0.971,0.703,0.713,2058
155,C. Larin 23/24,Mallorca,29,0.067,0.639,0.109,0.681,0.024,0.116,0.501,2032
156,Vinícius Júnior 23/24,Real Madrid,23,0.975,0.014,0.925,0.918,0.809,0.879,1,2025
157,R. Pereyra 23/24,Udinese,33,0.809,0.314,0.109,0.106,0.943,0.787,0.586,2020
158,M. Satriano 23/24,Brest,23,0.597,0.752,0.212,0.473,0.54,0.611,0.526,2018
159,Jaime Mata 23/24,Getafe,35,0.607,0.593,0.272,0.208,0.473,0.176,0.215,2014
160,A. Lookman 23/24,Atalanta,26,0.964,0.222,0.791,0.784,0.929,0.978,0.929,1966
161,M. Simon 23/24,Nantes,28,0.727,0.155,0.063,0.081,0.59,0.925,0.996,1947
162,Sandro Ramírez 23/24,Las Palmas,28,0.918,0.593,0.017,0.106,0.36,0.851,0.872,1946
163,S. Mounié 23/24,Brest,29,0.441,0.985,0.441,0.692,0.53,0.53,0.137,1932
164,R. Sallai 23/24,Freiburg,26,0.816,0.452,0.13,0.416,0.71,0.703,0.851,1924
165,Joselu 23/24,Real Madrid,34,0.54,0.918,0.805,0.862,0.123,0.703,0.261,1915
166,G. Mikautadze 23/24,Metz,23,0.374,0.106,0.826,0.575,0.752,0.388,0.879,1884
167,R. Cherki 23/24,Olympique Lyonnais,20,1,0.201,0.017,0.275,1,0.989,0.982,1880
168,C. Gakpo 23/24,Liverpool,25,0.862,0.795,0.646,0.692,0.802,0.388,0.865,1879
169,F. Thauvin 23/24,Udinese,31,0.766,0.197,0.226,0.24,0.946,0.851,0.985,1863
170,M. Antonio 23/24,West Ham,34,0.081,0.501,0.466,0.208,0.438,0.53,0.78,1859
171,V. Castellanos 23/24,Lazio,25,0.554,0.692,0.226,0.611,0.667,0.53,0.215,1859
172,D. Welbeck 23/24,Brighton,33,0.855,0.911,0.332,0.208,0.342,0.459,0.07,1853
173,F. Balogun 23/24,Monaco,22,0.473,0.095,0.554,0.954,0.515,0.756,0.671,1853
174,I. Bebou 23/24,Hoffenheim,30,0.71,0.494,0.554,0.134,0.611,0.703,0.727,1841
175,E. Wahi 23/24,Lens,21,0.484,0.332,0.664,0.89,0.017,0.643,0.713,1841
176,Sergio Camello 23/24,Rayo Vallecano,23,0.494,0.088,0.137,0.254,0.742,0.176,0.212,1817
177,M. Gregoritsch 23/24,Freiburg,30,0.469,0.646,0.572,0.869,0.431,0.014,0.293,1800
178,Rodrigo Muniz 23/24,Fulham,23,0.038,0.579,0.773,0.901,0.159,0.176,0.413,1796
179,C. Immobile 23/24,Lazio,34,0.812,0.247,0.137,0.901,0.406,0.388,0.254,1795
180,G. Raspadori 23/24,Napoli,24,0.968,0.12,0.349,0.385,0.939,0.823,0.731,1784
181,M. Daramy 23/24,Reims,22,0.851,0.353,0.137,0.275,0.639,0.904,0.939,1773
182,L. Pfeiffer 23/24,Darmstadt 98,27,0.399,0.84,0.017,0.275,0.749,0.279,0.332,1768
183,Juanmi Latasa 23/24,Getafe,23,0.091,0.922,0.084,0.254,0.441,0.459,0.031,1763
184,I. Ndiaye 23/24,Olympique Marseille,24,0.876,0.095,0.137,0.106,0.752,0.611,0.802,1761
185,L. Beltrán 23/24,Fiorentina,23,0.65,0.194,0.381,0.141,0.6,0.388,0.049,1760
186,E. Guessand 23/24,Nice,22,0.148,0.734,0.243,0.547,0.282,0.176,0.946,1751
187,M. Nzola 23/24,Fiorentina,27,0.268,0.607,0.084,0.208,0.395,0.53,0.081,1749
188,O. Diakité 23/24,Reims,20,0.388,0.176,0.381,0.441,0.335,0.176,0.438,1736
189,O. Édouard 23/24,Crystal Palace,26,0.501,0.533,0.593,0.537,0.406,0.176,0.653,1733
